NOPD_Item,Type,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip,PoliceDistrict,Location
A1149626,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3678513,536535,2026-01-12T12:29:52.733000,,2026-01-12T12:29:52.733000,2026-01-12T14:40:37.783000,NAT,Necessary Action Taken,Y,1J03,023XX Dumaine St,70119,1,POINT (-90.07732828 29.96937599)
A1200026,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3670584,543644,2026-01-12T23:19:54.960000,,2026-01-12T23:19:54.960000,2026-01-13T00:12:18.607000,NAT,Necessary Action Taken,Y,3I01,Orleans Av & Navarre Av,70124,3,POINT (-90.1021247 29.98915972)
A1107226,103,DISTURBANCE (OTHER),1C,35,SIMPLE BATTERY,2E,3672456,528632,2026-01-12T01:20:12.753000,2026-01-12T02:07:07.497000,2026-01-12T02:12:21.983000,2026-01-12T02:26:33.610000,NAT,Necessary Action Taken,N,6M01,026XX S Miro St,70125,6,POINT (-90.09672439 29.94782631)
A1112026,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3706794,515443,2026-01-12T03:02:51.157000,,2026-01-12T03:02:51.157000,2026-01-12T03:17:18.433000,NAT,Necessary Action Taken,Y,4E03,044XX Maple Leaf Dr,70131,4,POINT (-89.98879676 29.91049896)
A1171426,103,DISTURBANCE (OTHER),1C,103,DISTURBANCE (OTHER),1C,3681828,522043,2026-01-12T16:19:39.407000,2026-01-12T19:44:39.857000,,2026-01-12T19:50:36.577000,VOI,VOID,N,6B04,016XX Tchoupitoulas St,70130,6,POINT (-90.06736271 29.92942942)
A1133626,20I,AUTO ACCIDENT WITH INJURY,2D,20I,AUTO ACCIDENT WITH INJURY,2D,3680694,532498,2026-01-12T09:14:28.783000,2026-01-12T09:18:32.007000,2026-01-12T09:33:41.190000,2026-01-12T09:54:50.930000,RTF,REPORT TO FOLLOW,N,1E04,N Rampart St & Conti St,70112,1,POINT (-90.07057974 29.95821193)
A1189326,62ANR,"BURGLAR ALARM, SILENT, FAR NO RESPONSE",0H,62ANR,"BURGLAR ALARM, SILENT, FAR NO RESPONSE",0H,3690291,536356,2026-01-12T19:59:54.603000,,,2026-01-12T19:59:59.827000,NAT,Necessary Action Taken,N,5C02,012XX Desire St,70117,5,POINT (-90.04013819 29.96852577)
A1201126,94S,SHOTSPOTTER- REPORTED GUNSHOTS,2B,94S,SHOTSPOTTER- REPORTED GUNSHOTS,2B,3700832,536313,2026-01-12T23:25:18.063000,2026-01-12T23:26:04.873000,2026-01-12T23:31:31.033000,2026-01-13T00:33:30.833000,NAT,Necessary Action Taken,N,5I06,Approx Loc:1927 Tupelo St,70117,5,POINT (-90.00685142 29.9680758)
A1149126,62A,"BURGLAR ALARM, SILENT",1C,62A,"BURGLAR ALARM, SILENT",2C,3674339,532432,2026-01-12T12:23:24.393000,2026-01-12T13:28:29.097000,2026-01-12T13:51:58.327000,2026-01-12T14:29:27.417000,NAT,Necessary Action Taken,N,1G02,026XX Poydras St,70119,1,POINT (-90.0906495 29.95822147)
A1138226,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3696505,519725,2026-01-12T10:13:31.360000,,2026-01-12T10:13:31.360000,2026-01-12T10:55:45.690000,NAT,Necessary Action Taken,Y,4C02,032XX Texas Dr,70114,4,POINT (-90.02111598 29.92260144)
A1118126,21N,NOISE COMPLAINT,1G,103,DISTURBANCE (OTHER),2D,3678607,526387,2026-01-12T04:59:43.430000,2026-01-12T10:00:39.830000,2026-01-12T10:21:10.047000,2026-01-12T10:22:49.043000,NAT,Necessary Action Taken,N,6G03,013XX Baronne St,70113,6,POINT (-90.07738274 29.94147142)
A1094426,67A,AUTO THEFT,0,67A,AUTO THEFT,0,3678433,532720,2026-01-11T21:15:56.803000,,2026-01-12T09:47:14.760000,2026-01-12T10:39:11.613000,RTF,REPORT TO FOLLOW,N,8J04,008XX Blk N Claiborne Av,70112,8,POINT (-90.0777104 29.9588901)
A1127226,MISC,MISCELLANEOUS COMPLAINT,1,67A,AUTO THEFT,0,3670696,518378,2026-01-12T07:39:21.430000,,2026-01-12T09:47:21.457000,2026-01-12T10:05:07.980000,NAT,Necessary Action Taken,N,2B05,Jena St & Constance St,70115,2,POINT (-90.10262904 29.91968387)
A1134126,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3680761,531293,2026-01-12T09:20:24.943000,,2026-01-12T09:20:24.943000,2026-01-12T09:59:24.720000,NAT,Necessary Action Taken,Y,8D01,001XX Blk Dauphine St,70112,8,POINT (-90.07041079 29.95489582)
A1152426,56,SIMPLE CRIMINAL DAMAGE,0,56,SIMPLE CRIMINAL DAMAGE,0,3690220,534108,2026-01-12T12:56:58.860000,2026-01-12T14:53:37.760000,2026-01-12T15:10:08.300000,2026-01-12T17:56:42.220000,RTF,REPORT TO FOLLOW,N,5D01,035XX Blk Royal St,70117,5,POINT (-90.04044196 29.96234648)
A1108326,18,TRAFFIC INCIDENT,1J,18,TRAFFIC INCIDENT,1J,3706531,553135,2026-01-12T01:50:27.177000,,2026-01-12T01:50:27.177000,2026-01-12T02:03:27.430000,NAT,Necessary Action Taken,Y,7F01,Crowder Blvd & Chef Menteur Hwy,70127,7,POINT (-89.98822899 30.01414538)
A1137126,67A,AUTO THEFT,0,67A,AUTO THEFT,0,3725578,564371,2026-01-12T10:04:57.120000,,2026-01-12T11:51:52.777000,2026-01-12T12:26:21.880000,RTF,REPORT TO FOLLOW,N,7L02,X Avoyelles Pl,70129,7,POINT (-89.9276161 30.04441154)
A1110526,22A,AREA CHECK,1F,22A,AREA CHECK,1F,3663485,532694,2026-01-12T02:26:47.470000,,2026-01-12T02:26:47.470000,2026-01-12T03:04:54.040000,NAT,Necessary Action Taken,Y,2K04,S Claiborne Av & Leonidas St,70118,2,POINT (-90.12491383 29.95925953)
A1130926,99,RECKLESS DRIVING,1E,99,RECKLESS DRIVING,2E,3676817,532540,2026-01-12T08:34:17.773000,2026-01-12T08:38:50.700000,2026-01-12T08:58:22.597000,2026-01-12T09:18:25.723000,GOA,GONE ON ARRIVAL,N,1H01,020XX Tulane Av,70112,1,POINT (-90.08282128 29.95844428)
A1105526,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,3680384,520809,2026-01-12T00:27:42.697000,,,2026-01-12T00:27:42.697000,NAT,Necessary Action Taken,N,6B02,005XX Josephine St,70130,6,POINT (-90.07196604 29.9260781)
A1125626,21,COMPLAINT OTHER,1J,NOPD,INCIDENT REQUESTED BY ANOTHER AGENCY,2A,3696505,519725,2026-01-12T07:14:26.720000,2026-01-12T07:29:31.437000,2026-01-12T07:32:54.500000,2026-01-12T07:42:17.143000,NAT,Necessary Action Taken,N,4C02,032XX Texas Dr,70114,4,POINT (-90.02111598 29.92260144)
A1155326,58,RETURN FOR ADDITIONAL INFO,0,58,RETURN FOR ADDITIONAL INFO,0,3678878,529735,2026-01-12T13:37:25.950000,,,2026-01-12T17:43:35.670000,NAT,Necessary Action Taken,N,8J01,012XX Poydras St,70113,8,POINT (-90.07640926 29.95066781)
A1157326,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3671951,534922,2026-01-12T13:56:55.777000,,2026-01-12T13:56:55.777000,2026-01-12T14:10:26.760000,NAT,Necessary Action Taken,Y,1K01,S Norman C Francis Pkwy & Tulane Av,70119,1,POINT (-90.09810616 29.96513784)
A1119326,58,RETURN FOR ADDITIONAL INFO,1I,58,RETURN FOR ADDITIONAL INFO,1I,3712850,558061,2026-01-12T05:15:43.363000,,2026-01-12T05:15:43.363000,2026-01-12T06:12:20.087000,NAT,Necessary Action Taken,Y,7I01,101XX Dwyer Rd,70127,7,POINT (-89.96808068 30.02748641)
A1187726,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3672320,535314,2026-01-12T19:34:43.747000,,2026-01-12T19:34:43.747000,2026-01-12T20:35:59.520000,NAT,Necessary Action Taken,Y,1L02,005XX S Norman C Francis Pkwy,70119,1,POINT (-90.09692719 29.96620413)
A1191226,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3665229,549625,2026-01-12T20:30:11.567000,,2026-01-12T20:30:11.567000,2026-01-12T20:41:03.013000,NAT,Necessary Action Taken,Y,3B03,Fleur De Lis Dr & W Harrison Av,70124,3,POINT (-90.11884212 30.00576297)
A1120926,18,TRAFFIC INCIDENT,1J,18,TRAFFIC INCIDENT,1J,3700018,551971,2026-01-12T05:42:22.997000,,2026-01-12T05:42:22.997000,2026-01-12T05:55:43.727000,NAT,Necessary Action Taken,Y,7C02,Chef Menteur Hwy & America St,70126,7,POINT (-90.00884928 30.01115382)
A1169926,21,COMPLAINT OTHER,1J,65,SIMPLE ROBBERY,2C,3675515,533106,2026-01-12T16:02:12.803000,2026-01-12T16:03:12.533000,2026-01-12T16:11:19.290000,2026-01-12T17:46:17.693000,NAT,Necessary Action Taken,N,1G02,Tulane Av & S Tonti St,70119,1,POINT (-90.08691173 29.96003912)
A1151926,59,CRIMINAL MISCHIEF,1H,59,CRIMINAL MISCHIEF,1H,3694773,556996,2026-01-12T12:52:12.103000,,2026-01-12T12:52:12.103000,2026-01-12T13:31:57.433000,RTF,REPORT TO FOLLOW,Y,7A04,072XX Florita Ct,70126,7,POINT (-90.02523899 30.02513804)
A1137626,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,3680370,531932,2026-01-12T10:08:51.193000,,,2026-01-12T10:08:51.193000,NAT,Necessary Action Taken,N,8D02,002XX N Rampart St,70112,8,POINT (-90.07162311 29.95666554)
A1144726,103D,DOMESTIC DISTURBANCE,2C,103D,DOMESTIC DISTURBANCE,2C,3713866,565219,2026-01-12T11:20:39.237000,2026-01-12T11:22:06.183000,2026-01-12T11:25:58.063000,2026-01-12T11:41:19.610000,RTF,REPORT TO FOLLOW,N,7I10,071XX Barrington Ct,70128,7,POINT (-89.96459932 30.04713408)
A1173226,20,AUTO ACCIDENT,1E,20,AUTO ACCIDENT,1E,3706531,553135,2026-01-12T16:50:31.553000,,2026-01-12T16:50:31.553000,2026-01-12T17:06:01.087000,RTF,REPORT TO FOLLOW,Y,7F01,Crowder Blvd & Chef Menteur Hwy,70127,7,POINT (-89.98822899 30.01414538)
A1125126,103D,DOMESTIC DISTURBANCE,2C,35D,SIMPLE BATTERY DOMESTIC,2C,3682732,551352,2026-01-12T07:02:59.620000,2026-01-12T08:03:39.050000,2026-01-12T08:07:35.153000,2026-01-12T10:23:11.010000,RTF,REPORT TO FOLLOW,N,3Q02,050XX Pauger St,70122,3,POINT (-90.06348547 30.00998964)
A1175726,99,RECKLESS DRIVING,2E,99,RECKLESS DRIVING,2E,3678929,533365,2026-01-12T17:16:00.073000,,,2026-01-12T17:17:14.790000,NAT,Necessary Action Taken,N,1E05,N Claiborne Av & Bienville St,70112,1,POINT (-90.07612184 29.96064712)
A1130126,20,AUTO ACCIDENT,1E,20,AUTO ACCIDENT,1E,3675146,528129,2026-01-12T08:24:57.643000,2026-01-12T08:28:24.427000,2026-01-12T08:33:58.913000,2026-01-12T09:36:57.590000,RTF,REPORT TO FOLLOW,N,6J02,S Claiborne Av & Martin Luther King Jr Blvd,70113,6,POINT (-90.08824999 29.94636457)
A1156326,21,COMPLAINT OTHER,1J,100,HIT & RUN,1C,3681573,529003,2026-01-12T13:52:38.703000,2026-01-12T15:20:43.900000,2026-01-12T15:20:51.673000,2026-01-12T16:48:16.493000,NAT,Necessary Action Taken,N,8G02,004XX Poydras St,70130,8,POINT (-90.06792548 29.94857302)
A1196126,94,DISCHARGING FIREARM,2D,94S,SHOTSPOTTER- REPORTED GUNSHOTS,2B,3699299,535022,2026-01-12T21:50:49.713000,2026-01-12T21:51:36.807000,2026-01-12T22:00:22.950000,2026-01-12T22:48:02.610000,RTF,REPORT TO FOLLOW,N,5E03,N Robertson St & Alabo St,70117,5,POINT (-90.01173759 29.96457451)
A1113426,22A,AREA CHECK,1K,BUSCK,BUSINESS CHECK,0,3666577,533374,2026-01-12T03:30:50.317000,,2026-01-12T03:30:50.317000,2026-01-12T04:34:10.557000,NAT,Necessary Action Taken,Y,2T03,Earhart Blvd & S Carrollton Av,70118,2,POINT (-90.11512656 29.96103853)
A1128526,35,SIMPLE BATTERY,1F,103F,FIGHT,2C,3678372,548225,2026-01-12T08:06:14.493000,2026-01-12T08:07:39.860000,2026-01-12T08:12:45.973000,2026-01-12T08:40:59.410000,RTF,REPORT TO FOLLOW,N,3M04,043XX Duplessis St,70122,3,POINT (-90.07736789 30.00152583)
A1114926,62A,"BURGLAR ALARM, SILENT",2C,62A,"BURGLAR ALARM, SILENT",2C,3697004,525580,2026-01-12T04:03:59.743000,2026-01-12T04:06:02.640000,2026-01-12T04:10:24.410000,2026-01-12T04:18:17.593000,NAT,Necessary Action Taken,N,4J02,035XX General Meyer Av,70114,4,POINT (-90.01932959 29.93868352)
A1159526,24,MEDICAL,2D,NOPD,INCIDENT REQUESTED BY ANOTHER AGENCY,2A,37369000,3513814,2026-01-12T14:26:56.880000,,2026-01-12T14:42:22.937000,2026-01-12T15:55:27.340000,NAT,Necessary Action Taken,N,6E01,020XX Prytania St,70130,6,POINT (0 0)
A1141126,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3677760,526357,2026-01-12T10:45:40.610000,,2026-01-12T10:45:40.610000,2026-01-12T10:47:05.153000,NAT,Necessary Action Taken,Y,6H02,019XX Martin Luther King Jr Blvd,70113,6,POINT (-90.08005527 29.94141218)
A1167826,21,COMPLAINT OTHER,1J,TS,TRAFFIC STOP,1,3704733,558801,2026-01-12T15:42:18.557000,,2026-01-12T15:42:18.557000,2026-01-12T16:13:35.070000,NAT,Necessary Action Taken,Y,7Q03,I-10 E & Crowder Blvd,70127,7,POINT (-89.99369979 30.02978314)
A1193026,37,AGGRAVATED ASSAULT,2E,94,DISCHARGING FIREARM,2D,3704407,559490,2026-01-12T20:51:24.227000,2026-01-12T20:54:44.903000,2026-01-12T21:05:35.557000,2026-01-12T21:54:31.337000,RTF,REPORT TO FOLLOW,N,7O04,070XX Blk Crowder Blvd,70127,7,POINT (-89.99470659 30.03168972)
A1111126,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3668244,545428,2026-01-12T02:38:56.287000,,2026-01-12T02:38:56.287000,2026-01-12T02:53:54.393000,NAT,Necessary Action Taken,Y,3E01,Florida Blvd & Canal Blvd,70124,3,POINT (-90.10945746 29.9941349)
A1141726,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,3674070,536006,2026-01-12T10:57:27.010000,,,2026-01-12T10:57:27.010000,NAT,Necessary Action Taken,N,1L01,001XX S Salcedo St,70119,1,POINT (-90.09137561 29.96805681)
A1194726,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3672013,539166,2026-01-12T21:26:24.850000,,2026-01-12T21:26:24.850000,2026-01-12T22:16:31.777000,NAT,Necessary Action Taken,Y,1M02,004XX N Carrollton Av,70119,1,POINT (-90.0977641 29.97680621)
A1155826,20,AUTO ACCIDENT,1C,20,AUTO ACCIDENT,1E,3680609,530501,2026-01-12T13:45:58.490000,,2026-01-12T14:36:12.970000,2026-01-12T15:56:43.453000,RTF,REPORT TO FOLLOW,N,8I01,Common St & Carondelet St,70112,8,POINT (-90.07091699 29.95272176)
A1171026,22B,BUSINESS CHECK,1K,22B,BUSINESS CHECK,1K,3666265,518795,2026-01-12T16:15:54.297000,,2026-01-12T16:15:54.297000,2026-01-12T18:35:50.447000,NAT,Necessary Action Taken,Y,2B03,055XX Magazine St,70115,2,POINT (-90.11660197 29.92096204)
A1188926,21,COMPLAINT OTHER,1J,107,SUSPICIOUS PERSON,2D,3693249,534438,2026-01-12T19:55:13.750000,2026-01-12T19:57:07.137000,2026-01-12T20:02:32.147000,2026-01-12T20:40:07.307000,NAT,Necessary Action Taken,N,5D04,045XX N Rampart St,70117,5,POINT (-90.03086576 29.96315741)
A1117626,18,TRAFFIC INCIDENT,1J,18,TRAFFIC INCIDENT,1J,3668534,548598,2026-01-12T04:48:43.857000,,2026-01-12T04:48:43.857000,2026-01-12T04:51:45.020000,NAT,Necessary Action Taken,Y,3E02,Canal Blvd & French St,70124,3,POINT (-90.10843301 30.0028426)
A1147026,21,COMPLAINT OTHER,1J,107,SUSPICIOUS PERSON,2D,3677254,537826,2026-01-12T11:53:08.813000,2026-01-12T13:08:36.267000,2026-01-12T13:13:05.037000,2026-01-12T14:06:26.373000,NAT,Necessary Action Taken,N,1N03,009XX N Broad St,70119,1,POINT (-90.08125913 29.97296593)
A1180026,103M,MENTAL PATIENT,2C,29ST,SUICIDE THREAT,2F,37369000,3513814,2026-01-12T18:00:01.757000,2026-01-12T18:04:51.613000,2026-01-12T18:11:36.237000,2026-01-12T19:30:24.567000,NAT,Necessary Action Taken,N,7L02,048XX Michoud Blvd,70129,7,POINT (0 0)
A1133226,67A,AUTO THEFT,0,67A,AUTO THEFT,0,3681019,531336,2026-01-12T09:10:43.587000,,2026-01-12T11:21:44.867000,2026-01-12T11:30:26.693000,RTF,REPORT TO FOLLOW,N,8D04,008XX Blk Iberville St,70112,8,POINT (-90.0695934 29.9550067)
A1108726,22A,AREA CHECK,1F,22A,AREA CHECK,1F,3693481,536871,2026-01-12T01:56:36.577000,,2026-01-12T01:56:36.577000,2026-01-12T02:58:26.397000,NAT,Necessary Action Taken,Y,5H01,N Claiborne Av & Poland Av,70117,5,POINT (-90.03004646 29.9698417)
A1174426,103M,MENTAL PATIENT,2C,103F,FIGHT,2D,37369000,3513814,2026-01-12T17:01:41.557000,2026-01-12T17:04:30.377000,2026-01-12T17:11:11.520000,2026-01-12T18:35:11.430000,NAT,Necessary Action Taken,N,2K02,019XX Eagle St,70118,2,POINT (0 0)
A1200726,62A,"BURGLAR ALARM, SILENT",2E,NOPD,INCIDENT REQUESTED BY ANOTHER AGENCY,2A,3680675,530918,2026-01-12T23:21:55.837000,2026-01-12T23:23:46.463000,2026-01-12T23:29:04.543000,2026-01-12T23:32:03.393000,NAT,Necessary Action Taken,N,8I01,008XX Canal St,70112,8,POINT (-90.07069441 29.95386811)
A1180726,21,COMPLAINT OTHER,1J,21M,MISSING ADULT,1C,3687630,539664,2026-01-12T18:08:19.403000,2026-01-12T20:56:12.643000,2026-01-12T21:03:49.070000,2026-01-12T21:21:06.990000,NAT,Necessary Action Taken,N,5G02,019XX Blk Franklin Av,70117,5,POINT (-90.04842309 29.97770358)
A1057326,67F,THEFT BY FRAUD,1D,67,THEFT,0,3682297,528892,2026-01-11T11:51:18.397000,,2026-01-11T12:33:53.780000,2026-01-11T14:00:05.367000,RTF,REPORT TO FOLLOW,N,8A02,002XX Poydras St,70130,8,POINT (-90.06564361 29.94824622)
A1185026,58,RETURN FOR ADDITIONAL INFO,1I,58,RETURN FOR ADDITIONAL INFO,1I,3677750,526322,2026-01-12T19:03:02.703000,,2026-01-12T19:03:02.703000,2026-01-12T19:03:28.273000,NAT,Necessary Action Taken,Y,6H02,019XX Mlk Blvd,70113,6,POINT (-90.0800902 29.94131887)
A1126226,21,COMPLAINT OTHER,1J,67A,AUTO THEFT,1D,3674020,532508,2026-01-12T07:29:50.813000,,,2026-01-12T07:34:28.187000,NAT,Necessary Action Taken,N,1G02,026XX Poydras St,70119,1,POINT (-90.09165508 29.958439)
A1134726,103M,MENTAL PATIENT,2C,103,DISTURBANCE (OTHER),2D,37369000,3513814,2026-01-12T09:29:33.900000,2026-01-12T09:30:46.340000,2026-01-12T09:35:09.790000,2026-01-12T11:09:09.903000,NAT,Necessary Action Taken,N,2I02,022XX Jena St,70115,2,POINT (0 0)
A1199526,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3681045,531076,2026-01-12T23:06:09.687000,,2026-01-12T23:06:09.687000,2026-01-12T23:40:19.777000,NAT,Necessary Action Taken,Y,8D01,001XX Blk Bourbon St,70112,8,POINT (-90.06952086 29.95428881)
A1153026,62,SIMPLE BURGLARY,1G,67A,AUTO THEFT,0,3672763,538570,2026-01-12T13:02:08.677000,,2026-01-12T15:39:32.930000,2026-01-12T17:34:45.617000,RTF,REPORT TO FOLLOW,N,1M02,004XX N Cortez St,70119,1,POINT (-90.09541739 29.97514439)
A1116026,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3673571,539388,2026-01-12T04:22:52.273000,,2026-01-12T04:22:52.273000,2026-01-12T05:12:49.993000,NAT,Necessary Action Taken,Y,1M03,037XX Blk Orleans Av,70119,1,POINT (-90.09283801 29.97736878)
A1189726,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3672275,539756,2026-01-12T20:07:30.250000,2026-01-12T22:20:34.503000,2026-01-12T22:33:56.967000,2026-01-12T23:44:38.420000,GOA,GONE ON ARRIVAL,N,3H02,006XX N Carrollton Av,70119,3,POINT (-90.09691826 29.97841902)
A1146926,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3688702,546670,2026-01-12T11:52:37.150000,2026-01-12T12:16:45.770000,2026-01-12T12:19:30.663000,2026-01-12T12:44:00.030000,GOA,GONE ON ARRIVAL,N,3U01,I-10 E After Franklin Onramp,70126,3,POINT (-90.04479067 29.99693232)
A1111626,103D,DOMESTIC DISTURBANCE,2C,103,DISTURBANCE (OTHER),2D,3679364,539433,2026-01-12T02:53:03.883000,2026-01-12T02:54:05.240000,2026-01-12T02:56:20.750000,2026-01-12T04:49:32.703000,RTF,REPORT TO FOLLOW,N,1C01,015XX N Dorgenois St,70119,1,POINT (-90.07454023 29.97731995)
A1116126,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3669785,523966,2026-01-12T04:25:39.177000,,2026-01-12T04:25:39.177000,2026-01-12T04:50:56.303000,NAT,Necessary Action Taken,Y,2I03,Cadiz St & Freret St,70115,2,POINT (-90.10531498 29.9350755)
A1177126,103M,MENTAL PATIENT,2C,29ST,SUICIDE THREAT,2D,37369000,3513814,2026-01-12T17:33:50.687000,2026-01-12T17:35:00.290000,2026-01-12T17:44:06.437000,2026-01-12T19:01:38.267000,NAT,Necessary Action Taken,N,4D03,020XX Valentine Ct,70114,4,POINT (0 0)
A1148626,103,DISTURBANCE (OTHER),2D,103,DISTURBANCE (OTHER),2D,3674609,523536,2026-01-12T12:17:04.013000,2026-01-12T12:17:57.813000,2026-01-12T12:21:33.393000,2026-01-12T12:36:39.007000,NAT,Necessary Action Taken,N,6F02,020XX 6th St,70115,6,POINT (-90.09010064 29.93375029)
A1114426,18,TRAFFIC INCIDENT,1J,18,TRAFFIC INCIDENT,1J,3683326,544466,2026-01-12T03:49:40.093000,,2026-01-12T03:49:40.093000,2026-01-12T03:55:38.160000,NAT,Necessary Action Taken,Y,3X01,I-610 E & Elysian Fields Av Exit,70122,3,POINT (-90.06184975 29.99103777)
A1129026,107,SUSPICIOUS PERSON,2D,107,SUSPICIOUS PERSON,2D,3669300,537591,2026-01-12T08:14:23.997000,,,2026-01-12T08:31:45.483000,VOI,VOID,N,3D02,005XX S Hennessey St,70119,3,POINT (-90.10638716 29.9725541)
A1150326,20I,AUTO ACCIDENT WITH INJURY,2D,20I,AUTO ACCIDENT WITH INJURY,2D,3688413,547906,2026-01-12T12:35:34.397000,2026-01-12T12:46:33.920000,2026-01-12T13:13:33.453000,2026-01-12T13:22:13.640000,RTF,REPORT TO FOLLOW,N,3U01,Verbena St & Peoples Av,70122,3,POINT (-90.04565994 30.00034133)
A1067926,103D,DOMESTIC DISTURBANCE,1,45D,ABDUCTION/CUSTODY DISPUTE DOMESTIC,2F,3678001,533713,2026-01-11T14:37:19.837000,2026-01-12T01:07:42.833000,2026-01-12T01:09:47.030000,2026-01-12T05:45:45.593000,GOA,GONE ON ARRIVAL,N,1I02,019XX Iberville St,70112,1,POINT (-90.07904071 29.96163385)
A1131326,20,AUTO ACCIDENT,1C,20,AUTO ACCIDENT,1C,3690673,534370,2026-01-12T08:39:32.913000,2026-01-12T09:23:39.583000,2026-01-12T09:46:58.080000,2026-01-12T11:33:29.023000,RTF,REPORT TO FOLLOW,N,5D01,Dauphine St & Independence St,70117,5,POINT (-90.0390015 29.96305209)
A1197726,22A,AREA CHECK,1K,22A,AREA CHECK,1K,0,0,2026-01-12T22:34:58.573000,,2026-01-12T22:34:58.573000,2026-01-12T22:55:09.067000,NAT,Necessary Action Taken,Y,None,006XX Block Of S Cortez,None,0,POINT (0 0)
A1158826,67,THEFT,0,67,THEFT,0,3683593,533771,2026-01-12T14:18:22.537000,,,2026-01-12T15:20:17.837000,GOA,GONE ON ARRIVAL,N,8E05,011XX Royal St,70116,8,POINT (-90.06137966 29.96162284)
A1161026,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3686566,540768,2026-01-12T14:42:27.637000,2026-01-12T14:42:59.937000,2026-01-12T14:50:40.653000,2026-01-12T15:11:10.927000,NAT,Necessary Action Taken,N,5L02,022XX Music St,70117,5,POINT (-90.05174689 29.98077093)
A1136726,21,COMPLAINT OTHER,1J,63,PROWLER,2D,3705338,558612,2026-01-12T10:02:48.870000,2026-01-12T10:03:51.393000,2026-01-12T10:08:14.410000,2026-01-12T10:25:14.910000,NAT,Necessary Action Taken,N,7R02,084XX S I-10 Service Rd,70127,7,POINT (-89.99179442 30.02924496)
A1110126,17T,TRAFFIC ATTACHMENT,1H,17,ATTACHMENT,1I,3674181,532534,2026-01-12T02:18:10.500000,,2026-01-12T02:18:10.500000,2026-01-12T04:57:41.997000,NAT,Necessary Action Taken,Y,1G02,026XX Poydras St,70119,1,POINT (-90.09114523 29.95850563)
A1124626,62A,"BURGLAR ALARM, SILENT",1A,ALRMCB,ALARM: COMMERCIAL - BURGLARY,2,3705498,552847,2026-01-12T06:56:49.467000,,,2026-01-12T08:42:02.107000,NAT,Necessary Action Taken,N,7F01,081XX Chef Menteur Hwy,70126,7,POINT (-89.99150519 30.01338916)
A1136126,58,RETURN FOR ADDITIONAL INFO,1I,58,RETURN FOR ADDITIONAL INFO,1I,3712850,558061,2026-01-12T09:47:27.393000,,2026-01-12T09:47:27.393000,2026-01-12T18:27:47.453000,NAT,Necessary Action Taken,Y,7I01,101XX Dwyer Rd,70127,7,POINT (-89.96808068 30.02748641)
A1134426,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3670319,537390,2026-01-12T09:23:00.380000,,2026-01-12T09:23:00.380000,2026-01-12T09:23:16.023000,NAT,Necessary Action Taken,Y,1L04,S Carrollton Av & Banks St,70119,1,POINT (-90.10317477 29.97197293)
A1127726,18,TRAFFIC INCIDENT,1F,18,TRAFFIC INCIDENT,1F,3670584,543644,2026-01-12T07:48:58.943000,2026-01-12T09:58:01.200000,2026-01-12T10:04:46.087000,2026-01-12T10:22:12.647000,GOA,GONE ON ARRIVAL,N,3I01,Navarre Av & Orleans Av,70124,3,POINT (-90.1021247 29.98915972)
A1152926,58,RETURN FOR ADDITIONAL INFO,1I,21,COMPLAINT OTHER,1J,3696779,520835,2026-01-12T13:02:01.250000,,2026-01-12T13:02:01.250000,2026-01-12T16:38:16.307000,NAT,Necessary Action Taken,Y,4J01,036XX Macarthur Blvd,70114,4,POINT (-90.02021108 29.92564378)
A1081026,100,HIT & RUN,1G,20,AUTO ACCIDENT,1C,3675016,534785,2026-01-11T17:46:45.747000,2026-01-12T03:24:13.453000,,2026-01-12T03:24:28.823000,GOA,GONE ON ARRIVAL,N,1L01,002XX S Broad St,70119,1,POINT (-90.08843153 29.96466982)
