NOPD_Item,Type,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip,PoliceDistrict,Location
A0845126,20,AUTO ACCIDENT,1C,20,AUTO ACCIDENT,1C,3681703,529944,2026-01-09T08:16:40.293000,2026-01-09T11:09:37.697000,2026-01-09T11:13:06.887000,2026-01-09T13:16:48.600000,RTF,REPORT TO FOLLOW,N,8G04,Common St & Magazine St,70130,8,POINT (-90.0674828 29.95115652)
A0933026,35D,SIMPLE BATTERY DOMESTIC,2D,35D,SIMPLE BATTERY DOMESTIC,2D,3706660,515948,2026-01-10T03:00:22.997000,2026-01-10T03:02:02.133000,2026-01-10T03:07:22.890000,2026-01-10T03:39:11.290000,UNF,UNFOUNDED,N,4E03,061XX Warwick Ct,70131,4,POINT (-89.98920112 29.91189054)
A0947626,21,COMPLAINT OTHER,1J,107,SUSPICIOUS PERSON,2D,3699660,535456,2026-01-10T08:11:30.313000,,,2026-01-10T08:23:17.013000,NAT,Necessary Action Taken,N,5I06,016XX Benton St,70117,5,POINT (-90.01058435 29.96575568)
A0961926,67,THEFT,1G,67S,SHOPLIFTING,1E,3664152,533623,2026-01-10T11:30:35.087000,2026-01-10T12:26:13.557000,2026-01-10T12:27:51.953000,2026-01-10T13:45:53.617000,RTF,REPORT TO FOLLOW,N,2T02,086XX Belfast St,70118,2,POINT (-90.12277743 29.96179367)
A0972226,20I,AUTO ACCIDENT WITH INJURY,2D,20I,AUTO ACCIDENT WITH INJURY,2D,3669031,534159,2026-01-10T14:23:54.663000,2026-01-10T14:35:33.653000,2026-01-10T14:42:35.123000,2026-01-10T16:26:51.757000,RTF,REPORT TO FOLLOW,N,2U04,Washington Av & Pine St,70125,2,POINT (-90.10735102 29.96312635)
A0977326,22B,BUSINESS CHECK,1K,22B,BUSINESS CHECK,1K,3668134,542058,2026-01-10T15:55:54.537000,,2026-01-10T15:55:54.537000,2026-01-10T16:34:31.353000,NAT,Necessary Action Taken,Y,3I01,052XX Canal Blvd,70124,3,POINT (-90.10991762 29.98487117)
A0987226,94S,SHOTSPOTTER- REPORTED GUNSHOTS,2B,94S,SHOTSPOTTER- REPORTED GUNSHOTS,2B,3698693,534801,2026-01-10T17:52:28.120000,2026-01-10T17:53:27.483000,2026-01-10T18:00:54.840000,2026-01-10T18:48:26.323000,NAT,Necessary Action Taken,N,5E03,Approx Loc:5701 N Villere St,70117,5,POINT (-90.01366002 29.96398503)
A1001126,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3682511,532705,2026-01-10T20:39:08.540000,,2026-01-10T20:39:08.540000,2026-01-11T00:23:24.617000,NAT,Necessary Action Taken,Y,8D06,007XX Blk Orleans Av,70116,8,POINT (-90.06483536 29.95872528)
A1021826,21,COMPLAINT OTHER,2,21,COMPLAINT OTHER,2,3679967,536576,2026-01-11T01:51:41.100000,,,2026-01-11T01:52:30.170000,DUP,DUPLICATE,N,1J02,011XX N Prieur St,70116,1,POINT (-90.07273343 29.96944503)
A1030726,24,MEDICAL,2D,24,MEDICAL,2D,37369000,3513814,2026-01-11T04:23:57.013000,,2026-01-11T04:23:57.013000,2026-01-11T05:18:45.933000,GOA,GONE ON ARRIVAL,Y,8D05,005XX Blk Bourbon St,70112,8,POINT (0 0)
A1030926,82,PROSTITUTION,1A,82,PROSTITUTION,1D,37369000,3513814,2026-01-11T04:34:58.327000,,2026-01-11T08:12:32.633000,2026-01-11T08:26:43.277000,GOA,GONE ON ARRIVAL,N,7O09,085XX N I-10 Service Rd,70127,7,POINT (0 0)
A1045626,56,SIMPLE CRIMINAL DAMAGE,0,100,HIT & RUN,1G,3689106,536268,2026-01-11T09:22:45.583000,,,2026-01-11T09:58:54.690000,GOA,GONE ON ARRIVAL,N,5C02,011XX Clouet St,70117,5,POINT (-90.04388403 29.96831935)
A1024526,58,RETURN FOR ADDITIONAL INFO,1I,58,RETURN FOR ADDITIONAL INFO,1I,3692117,537110,2026-01-11T02:31:35.800000,,2026-01-11T02:31:35.800000,2026-01-11T04:03:10.703000,NAT,Necessary Action Taken,Y,5D03,039XX N Claiborne Av,70117,5,POINT (-90.0343428 29.97054168)
A1036826,21,COMPLAINT OTHER,1J,63,PROWLER,2D,3711345,559953,2026-01-11T06:39:37.883000,,,2026-01-11T06:46:34.983000,VOI,VOID,N,7I01,Read Blvd & Lake Forest Blvd,70127,7,POINT (-89.97276513 30.03273595)
A1037626,67S,SHOPLIFTING,1E,21,COMPLAINT OTHER,1J,3714790,563927,2026-01-11T07:18:57.753000,,2026-01-11T07:18:57.753000,2026-01-11T07:51:24.163000,RTF,REPORT TO FOLLOW,Y,7I09,060XX Bullard Av,70128,7,POINT (-89.96172707 30.04355206)
A1039226,63,PROWLER,1B,63,PROWLER,2D,3678931,522067,2026-01-11T07:45:46.620000,2026-01-11T07:49:54.360000,2026-01-11T07:50:52.940000,2026-01-11T08:26:43.890000,NAT,Necessary Action Taken,N,6B03,021XX Magazine St,70130,6,POINT (-90.07650887 29.92958285)
A1048326,58R,RECOVERY OF REPORTED STOLEN VEHICLE,1I,21,COMPLAINT OTHER,1J,3672585,522884,2026-01-11T09:52:35.547000,,2026-01-11T09:52:35.547000,2026-01-11T11:11:35.127000,NAT,Necessary Action Taken,Y,6Q01,037XX Blk S Saratoga St,70115,6,POINT (-90.09651459 29.93201864)
A1198926,94,DISCHARGING FIREARM,2C,94,DISCHARGING FIREARM,2C,3674260,523575,2026-01-12T22:47:31.187000,2026-01-12T22:49:25.090000,2026-01-12T22:54:24.097000,2026-01-12T23:05:39.590000,GOA,GONE ON ARRIVAL,N,6F02,S Saratoga St & 7th St,70115,6,POINT (-90.09120182 29.93386982)
A1097026,100,HIT & RUN,1C,100,HIT & RUN,1C,3681676,535633,2026-01-11T21:48:41.967000,2026-01-12T03:19:00.790000,,2026-01-12T03:19:11.050000,GOA,GONE ON ARRIVAL,N,1F02,014XX Governor Nicholls St,70116,1,POINT (-90.06736902 29.96680043)
A1145726,20,AUTO ACCIDENT,1C,20,AUTO ACCIDENT,1C,3664931,531742,2026-01-12T11:39:38.510000,,2026-01-12T13:43:53.867000,2026-01-12T14:16:02.487000,RTF,REPORT TO FOLLOW,N,2T01,024XX S Carrollton Av,70118,2,POINT (-90.1203806 29.95660068)
A1145626,107,SUSPICIOUS PERSON,2D,107,SUSPICIOUS PERSON,2D,3696505,519725,2026-01-12T11:39:22.590000,2026-01-12T11:40:22.753000,2026-01-12T11:43:32.470000,2026-01-12T14:01:10.117000,NAT,Necessary Action Taken,N,4C02,032XX Texas Dr,70114,4,POINT (-90.02111598 29.92260144)
A1108226,64A,HOLD UP ALARM,2D,64A,HOLD UP ALARM,2D,3665902,550104,2026-01-12T01:47:53.670000,2026-01-12T01:48:48.317000,2026-01-12T01:52:05.690000,2026-01-12T02:00:24.953000,NAT,Necessary Action Taken,N,3C02,001XX 28th St,70124,3,POINT (-90.11669949 30.00706142)
A1161826,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3691423,540489,2026-01-12T14:46:15.833000,2026-01-12T14:46:18.643000,2026-01-12T15:03:01.350000,2026-01-12T19:35:42.793000,RTF,REPORT TO FOLLOW,N,5H02,023XX Desire St,70117,5,POINT (-90.03641522 29.97985409)
A1164426,94,DISCHARGING FIREARM,2C,94,DISCHARGING FIREARM,2C,3681100,539871,2026-01-12T15:04:07.273000,,2026-01-12T15:17:44.967000,2026-01-12T15:22:01.057000,GOA,GONE ON ARRIVAL,N,1C02,N Miro St & St Bernard Av,70119,1,POINT (-90.06904177 29.97847074)
A1117026,24,MEDICAL,2D,NOPD,INCIDENT REQUESTED BY ANOTHER AGENCY,2A,37369000,3513814,2026-01-12T04:36:14.887000,2026-01-12T04:41:14.303000,2026-01-12T04:46:39.097000,2026-01-12T05:22:35.963000,NAT,Necessary Action Taken,N,4D01,032XX Rue Parc Fontaine,70131,4,POINT (0 0)
A1158126,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3676671,536848,2026-01-12T14:11:06.307000,,2026-01-12T14:11:06.307000,2026-01-12T14:11:58.853000,NAT,Necessary Action Taken,Y,1I03,St Peter St & N Broad St,70119,1,POINT (-90.08313295 29.97029244)
A1192026,35,SIMPLE BATTERY,2E,35,SIMPLE BATTERY,2E,3679321,528913,2026-01-12T20:39:41.783000,2026-01-12T20:42:50.887000,2026-01-12T20:52:57.303000,2026-01-13T00:24:41.303000,RTF,REPORT TO FOLLOW,N,8H03,006XX O'Keefe Av,70113,8,POINT (-90.0750406 29.94839489)
A1183126,62ANR,"BURGLAR ALARM, SILENT, FAR NO RESPONSE",0H,62ANR,"BURGLAR ALARM, SILENT, FAR NO RESPONSE",0H,3675572,532481,2026-01-12T18:43:03.737000,,,2026-01-12T18:43:37.280000,NAT,Necessary Action Taken,N,1G02,022XX Gravier St,70119,1,POINT (-90.08675472 29.95831799)
A1155026,20I,AUTO ACCIDENT WITH INJURY,2D,20,AUTO ACCIDENT,1C,3682151,524050,2026-01-12T13:35:16.973000,2026-01-12T13:37:09.947000,2026-01-12T13:48:31.693000,2026-01-12T16:38:23.333000,RTF,REPORT TO FOLLOW,N,6C01,Tchoupitoulas St & Henderson St,70130,6,POINT (-90.06627448 29.93493793)
A1193826,22B,BUSINESS CHECK,1K,22B,BUSINESS CHECK,1K,3670216,548980,2026-01-12T21:07:23.377000,,2026-01-12T21:07:23.377000,2026-01-12T21:26:49.587000,NAT,Necessary Action Taken,Y,3I04,009XX Harrison Av,70124,3,POINT (-90.10310803 30.00384315)
A1181426,94F,FIREWORKS,2J,94,DISCHARGING FIREARM,2C,3682870,535364,2026-01-12T18:12:39.500000,,,2026-01-12T20:22:37.087000,NAT,Necessary Action Taken,N,1A01,N Rampart St & Esplanade Av,70116,1,POINT (-90.06360832 29.96602408)
A1186526,22B,BUSINESS CHECK,1K,22B,BUSINESS CHECK,1K,3674793,541473,2026-01-12T19:22:25.067000,,2026-01-12T19:22:25.067000,2026-01-12T20:08:20.293000,NAT,Necessary Action Taken,Y,1N02,034XX Esplanade Av,70119,1,POINT (-90.08890705 29.9830656)
A1140226,21,COMPLAINT OTHER,1J,22A,AREA CHECK,1K,0,0,2026-01-12T10:32:26.893000,,2026-01-12T10:32:26.893000,2026-01-12T10:57:50.047000,DUP,DUPLICATE,Y,None,004XX S Lopez St,None,0,POINT (0 0)
A1162526,67,THEFT,0,67,THEFT,0,3683671,534487,2026-01-12T14:48:41.093000,,2026-01-12T17:46:32.110000,2026-01-12T18:13:39.130000,RTF,REPORT TO FOLLOW,N,8E02,013XX Bourbon St,70116,8,POINT (-90.06110837 29.96358936)
A1118226,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3680056,530207,2026-01-12T05:01:57.550000,2026-01-12T05:08:55.243000,2026-01-12T05:20:10.820000,2026-01-12T05:27:29.897000,NAT,Necessary Action Taken,N,8I01,003XX Baronne St,70112,8,POINT (-90.07267459 29.95193041)
A1178226,62A,"BURGLAR ALARM, SILENT",2C,62A,"BURGLAR ALARM, SILENT",2C,3676240,539108,2026-01-12T17:43:29.923000,2026-01-12T17:44:22.033000,2026-01-12T17:52:43.047000,2026-01-12T18:37:51.387000,NAT,Necessary Action Taken,N,1N03,030XX Ursulines Av,70119,1,POINT (-90.08441649 29.97651969)
A1195626,58,RETURN FOR ADDITIONAL INFO,1I,107,SUSPICIOUS PERSON,2C,3682491,531123,2026-01-12T21:41:33.693000,,2026-01-12T21:41:33.693000,2026-01-12T23:29:08.890000,NAT,Necessary Action Taken,Y,8B02,Conti St & Decatur St,70130,8,POINT (-90.06495307 29.95437444)
A1120426,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3667190,548924,2026-01-12T05:35:52.097000,,2026-01-12T05:35:52.097000,2026-01-12T06:36:23.173000,NAT,Necessary Action Taken,Y,3E02,Milne Blvd & French St,70124,3,POINT (-90.11267006 30.00377959)
A1147826,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3671181,538336,2026-01-12T12:04:55.543000,,2026-01-12T12:04:55.543000,2026-01-12T12:05:16.283000,NAT,Necessary Action Taken,Y,1M02,N Carrollton Av & Canal St,70119,1,POINT (-90.10042011 29.97454777)
A1121626,18,TRAFFIC INCIDENT,1J,18,TRAFFIC INCIDENT,1J,3708343,553514,2026-01-12T05:56:11.593000,,2026-01-12T05:56:11.593000,2026-01-12T06:37:58.097000,NAT,Necessary Action Taken,Y,7G03,Old Gentilly Rd & Chef Menteur Hwy,70127,7,POINT (-89.98249052 30.01513135)
A1106826,62L,"BURGLAR ALARM, LOCAL",2F,62L,"BURGLAR ALARM, LOCAL",2F,3683824,536444,2026-01-12T01:08:24.647000,2026-01-12T01:09:05.063000,2026-01-12T01:13:22.760000,2026-01-12T01:27:07.907000,GOA,GONE ON ARRIVAL,N,5A01,018XX Pauger St,70116,5,POINT (-90.06055691 29.96896684)
A1190526,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3696631,523314,2026-01-12T20:18:58.193000,2026-01-12T20:46:32.003000,2026-01-12T20:49:29.520000,2026-01-12T21:09:40.857000,NAT,Necessary Action Taken,N,4J01,020XX Greenspoint Dr,70114,4,POINT (-90.02058772 29.93246485)
A1182526,24,MEDICAL,2D,NOPD,INCIDENT REQUESTED BY ANOTHER AGENCY,2A,37369000,3513814,2026-01-12T18:33:40.210000,2026-01-12T18:35:19.487000,2026-01-12T18:39:29.980000,2026-01-12T19:07:05.143000,NAT,Necessary Action Taken,N,5Q04,027XX Edna St,70126,5,POINT (0 0)
A1196826,62A,"BURGLAR ALARM, SILENT",2C,62A,"BURGLAR ALARM, SILENT",2C,3682407,532485,2026-01-12T22:06:45.527000,2026-01-12T22:09:07.920000,2026-01-12T22:18:09.923000,2026-01-12T22:28:56.417000,NAT,Necessary Action Taken,N,8D06,007XX St Peter St,70130,8,POINT (-90.06517074 29.95812251)
A1149226,103,DISTURBANCE (OTHER),1C,107,SUSPICIOUS PERSON,2D,3665793,554723,2026-01-12T12:23:46.940000,2026-01-12T13:05:37.843000,2026-01-12T13:26:07.940000,2026-01-12T13:40:17.667000,NAT,Necessary Action Taken,N,3C03,003XX No Hammond Hwy,70124,3,POINT (-90.11688793 30.01976587)
A1105026,17M,MUNICIPAL ATTACHMENT,1H,17M,MUNICIPAL ATTACHMENT,1H,3664310,529797,2026-01-12T00:19:45.297000,,2026-01-12T00:19:45.297000,2026-01-12T00:20:15.110000,NAT,Necessary Action Taken,Y,2L03,019XX Blk Fern St,70118,2,POINT (-90.12240744 29.95127034)
A1201526,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3665454,531536,2026-01-12T23:28:23.963000,,2026-01-12T23:28:23.963000,2026-01-13T00:01:01.763000,NAT,Necessary Action Taken,Y,2P01,Short St & Nelson St,70125,2,POINT (-90.1187362 29.95601818)
A1134026,21,COMPLAINT OTHER,1J,67A,AUTO THEFT,0,3675140,519729,2026-01-12T09:19:08.410000,,,2026-01-12T10:26:03.920000,NAT,Necessary Action Taken,N,6D01,033XX Magazine St,70115,6,POINT (-90.08855729 29.92326683)
A1135526,21,COMPLAINT OTHER,1J,TS,TRAFFIC STOP,1,3691485,527780,2026-01-12T09:40:17.463000,,2026-01-12T09:40:17.463000,2026-01-12T11:15:59.867000,RTF,REPORT TO FOLLOW,Y,4I01,020XX General Meyer Av,70114,4,POINT (-90.03667331 29.94490578)
A1137526,103M,MENTAL PATIENT,2C,103F,FIGHT,2C,37369000,3513814,2026-01-12T10:07:50.950000,2026-01-12T10:08:55.847000,2026-01-12T10:15:53.273000,2026-01-12T11:17:45.617000,REF,REFERRED TO EXTERNAL AGENCY,N,5G02,016XX St Roch Av,70117,5,POINT (0 0)
A1166126,68,UNAUTHORIZED USE OF VEHICLE,1,67A,AUTO THEFT,0,3696367,533678,2026-01-12T15:24:37.193000,2026-01-12T20:03:24.543000,2026-01-12T20:15:34.277000,2026-01-12T21:01:13.543000,RTF,REPORT TO FOLLOW,N,5E01,009XX Lizardi St,70117,5,POINT (-90.02104674 29.9609703)
A1151126,103D,DOMESTIC DISTURBANCE,1B,103D,DOMESTIC DISTURBANCE,2C,3718466,564410,2026-01-12T12:42:39.447000,2026-01-12T14:52:46.163000,2026-01-12T15:07:32.463000,2026-01-12T16:19:26.313000,RTF,REPORT TO FOLLOW,N,7K02,001XX Torrey Pines Dr,70128,7,POINT (-89.95009149 30.04475894)
A1106326,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3671001,548371,2026-01-12T00:54:37.547000,,2026-01-12T00:54:37.547000,2026-01-12T01:27:17,NAT,Necessary Action Taken,Y,3I04,French St & Orleans Av,70124,3,POINT (-90.10064781 30.00214586)
A1095526,94,DISCHARGING FIREARM,2D,94S,SHOTSPOTTER- REPORTED GUNSHOTS,2B,3694102,541585,2026-01-11T21:29:30.203000,2026-01-11T21:30:20.723000,2026-01-11T21:33:41.250000,2026-01-11T23:24:00.460000,RTF,REPORT TO FOLLOW,N,5Q03,France Rd & Florida Av,70126,5,POINT (-90.02791487 29.98278355)
A1105126,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3668865,547241,2026-01-12T00:20:48.213000,,2026-01-12T00:20:48.213000,2026-01-12T00:53:28.740000,NAT,Necessary Action Taken,Y,3I04,Polk St & Vicksburg St,70124,3,POINT (-90.10743394 29.99910201)
A1176226,20,AUTO ACCIDENT,2,20,AUTO ACCIDENT,1E,3678270,545378,2026-01-12T17:25:01.770000,2026-01-12T17:32:41.133000,2026-01-12T19:58:05.133000,2026-01-12T20:41:56.250000,RTF,REPORT TO FOLLOW,N,3M01,I-610 W Onramp St Bernard & St Bernard Av,70122,3,POINT (-90.077787 29.99369968)
A1130526,21,COMPLAINT OTHER,1F,21,COMPLAINT OTHER,1F,3704354,559102,2026-01-12T08:29:21.140000,2026-01-12T09:00:22.250000,2026-01-12T09:08:17.340000,2026-01-12T09:21:55.917000,NAT,Necessary Action Taken,N,7O04,070XX Lawrence Rd,70126,7,POINT (-89.99488682 30.03062353)
A1146126,18,TRAFFIC INCIDENT,1J,TS,TRAFFIC STOP,1,3687523,538355,2026-01-12T11:45:01.637000,,2026-01-12T11:45:01.637000,2026-01-12T13:41:44.537000,NAT,Necessary Action Taken,Y,5G02,Franklin Av & N Claiborne Av,70117,5,POINT (-90.04880912 29.97410662)
A1107826,21,COMPLAINT OTHER,1J,21M,MISSING ADULT,1C,3695083,557747,2026-01-12T01:32:01.660000,2026-01-12T01:33:40.253000,2026-01-12T01:38:24.597000,2026-01-12T02:31:03.180000,NAT,Necessary Action Taken,N,7D02,073XX Alabama St,70126,7,POINT (-90.02423411 30.02719228)
A1184026,103,DISTURBANCE (OTHER),1C,ALRMCB,ALARM: COMMERCIAL - BURGLARY,2,3683557,547554,2026-01-12T18:56:40.233000,2026-01-12T22:01:36.120000,2026-01-12T22:01:39.757000,2026-01-12T22:13:17.437000,RTF,REPORT TO FOLLOW,N,3Q04,021XX Caton St,70122,3,POINT (-90.06101178 29.99952317)
A1103726,62A,"BURGLAR ALARM, SILENT",2C,62A,"BURGLAR ALARM, SILENT",2C,3666477,555309,2026-01-12T00:03:15.750000,2026-01-12T00:04:14.133000,2026-01-12T00:07:55.163000,2026-01-12T00:19:56.070000,NAT,Necessary Action Taken,N,3C03,085XX Pontchartrain Blvd,70124,3,POINT (-90.11470747 30.02135561)
A1167026,103M,MENTAL PATIENT,2C,103M,MENTAL PATIENT,2C,37369000,3513814,2026-01-12T15:33:52.557000,2026-01-12T15:34:55.137000,2026-01-12T15:40:09.167000,2026-01-12T17:44:15.440000,NAT,Necessary Action Taken,N,1G01,004XX S Claiborne Av,70112,1,POINT (0 0)
A1121526,62A,"BURGLAR ALARM, SILENT",2C,62A,"BURGLAR ALARM, SILENT",2C,3697503,555401,2026-01-12T05:54:33.393000,2026-01-12T05:57:30.820000,,2026-01-12T06:02:52.327000,NAT,Necessary Action Taken,N,7D01,065XX Virgilian St,70126,7,POINT (-90.01667105 30.02066443)
A1183526,MISC,MISCELLANEOUS COMPLAINT,1,67S,SHOPLIFTING,1E,3673767,526716,2026-01-12T18:53:12.937000,,,2026-01-12T19:32:25.923000,NAT,Necessary Action Taken,N,6I02,029XX 3rd St,70113,6,POINT (-90.09265166 29.94252033)
A1190826,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3673467,528018,2026-01-12T20:20:36.340000,,2026-01-12T20:40:58.437000,2026-01-12T22:30:10.140000,NAT,Necessary Action Taken,N,6K01,032XX 2nd St,70125,6,POINT (-90.0935537 29.94610919)
A1144326,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,3680147,532022,2026-01-12T11:18:33.920000,,,2026-01-12T11:18:33.920000,NAT,Necessary Action Taken,N,1E04,002XX Basin St,70112,1,POINT (-90.07232399 29.9569195)
A1158526,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3683449,532259,2026-01-12T14:16:35.213000,,,2026-01-12T14:34:02.353000,NAT,Necessary Action Taken,Y,8B02,008XX Decatur St,70116,8,POINT (-90.06188883 29.9574687)
A1113826,22B,BUSINESS CHECK,1K,22B,BUSINESS CHECK,1K,3685136,538227,2026-01-12T03:36:58.910000,,2026-01-12T03:36:58.910000,2026-01-12T04:10:49.873000,NAT,Necessary Action Taken,Y,5G01,016XX Elysian Fields Av,70117,5,POINT (-90.05635029 29.97382891)
A1169526,67,THEFT,0,67,THEFT,0,3661552,531035,2026-01-12T15:57:25.727000,,,2026-01-12T17:28:45.903000,RTF,REPORT TO FOLLOW,N,2K02,016XX Monroe St,70118,2,POINT (-90.13107393 29.95475503)
A1172826,67,THEFT,1G,21,COMPLAINT OTHER,1J,3685375,551119,2026-01-12T16:43:13.970000,,2026-01-12T16:43:13.970000,2026-01-12T17:38:41.143000,RTF,REPORT TO FOLLOW,Y,3T01,049XX St Roch Av,70122,3,POINT (-90.05514342 30.00926932)
A1196526,21N,NOISE COMPLAINT,1,103,DISTURBANCE (OTHER),2D,3690171,536957,2026-01-12T21:59:20.600000,2026-01-13T00:33:35.127000,2026-01-13T00:38:06.620000,2026-01-13T00:48:28.333000,GOA,GONE ON ARRIVAL,N,5C03,014XX Piety St,70117,5,POINT (-90.04049605 29.97018125)
A1181826,100,HIT & RUN,1D,100,HIT & RUN,2D,3670146,531985,2026-01-12T18:19:23.103000,2026-01-12T20:34:11.020000,2026-01-12T20:46:39.553000,2026-01-12T22:31:07.793000,RTF,REPORT TO FOLLOW,N,2V03,Washington Av & Earhart Blvd,70125,2,POINT (-90.10390533 29.95711426)
A1187026,100I,HIT & RUN WITH INJURIES,2D,100I,HIT & RUN WITH INJURIES,2C,3706531,553135,2026-01-12T19:28:50.167000,2026-01-12T19:35:44.323000,2026-01-12T19:39:42.973000,2026-01-12T21:48:56.487000,RTF,REPORT TO FOLLOW,N,7F01,Chef Menteur Hwy & Crowder Blvd,70127,7,POINT (-89.98822899 30.01414538)
A1192626,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3669941,548467,2026-01-12T20:47:42.413000,,2026-01-12T20:47:42.413000,2026-01-12T21:00:56.687000,NAT,Necessary Action Taken,Y,3I04,Marshal Foch St & French St,70124,3,POINT (-90.10399252 30.00244259)
A1115326,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3667566,545491,2026-01-12T04:12:09.540000,,2026-01-12T04:12:09.540000,2026-01-12T04:18:18.907000,NAT,Necessary Action Taken,Y,3E01,Florida Blvd & Woodlawn Pl,70124,3,POINT (-90.11159628 29.99432807)
A1140626,103,DISTURBANCE (OTHER),1C,63,PROWLER,2D,3663869,535615,2026-01-12T10:37:21.030000,2026-01-12T10:38:08.640000,2026-01-12T10:44:42.117000,2026-01-12T11:00:08.963000,NAT,Necessary Action Taken,N,2S01,030XX Hamilton St,70118,2,POINT (-90.12360487 29.96728053)
A1142326,21,COMPLAINT OTHER,1F,21,COMPLAINT OTHER,1F,3674380,526647,2026-01-12T11:04:14.380000,2026-01-12T11:36:39.160000,2026-01-12T20:23:17.193000,2026-01-12T20:28:09.223000,NAT,Necessary Action Taken,N,6I02,024XX Clara St,70113,6,POINT (-90.09071818 29.94231314)
A1123426,103,DISTURBANCE (OTHER),1C,107,SUSPICIOUS PERSON,2D,3676597,519016,2026-01-12T06:28:20.940000,2026-01-12T06:31:13.273000,2026-01-12T06:38:04.393000,2026-01-12T06:51:00.830000,NAT,Necessary Action Taken,N,6A04,007XX 9th St,70115,6,POINT (-90.08398212 29.92126425)
A1163126,58R,RECOVERY OF REPORTED STOLEN VEHICLE,1D,58R,RECOVERY OF REPORTED STOLEN VEHICLE,1D,3726023,558313,2026-01-12T14:53:36.483000,2026-01-12T23:40:40.880000,2026-01-12T23:54:24.877000,2026-01-13T00:51:28.980000,GOA,GONE ON ARRIVAL,N,7M02,044XX Michoud Blvd,70129,7,POINT (-89.92644531 30.02773972)
A1153726,37,AGGRAVATED ASSAULT,2E,18,TRAFFIC INCIDENT,1J,3674641,534105,2026-01-12T13:09:05.437000,2026-01-12T13:15:32.593000,2026-01-12T13:18:01.493000,2026-01-12T13:25:43.683000,GOA,GONE ON ARRIVAL,N,1H02,S Broad St & Banks St,70119,1,POINT (-90.08963908 29.96281082)
A1118626,103D,DOMESTIC DISTURBANCE,2C,35D,SIMPLE BATTERY DOMESTIC,2C,3686901,538272,2026-01-12T05:06:31.103000,2026-01-12T05:09:40.647000,2026-01-12T05:14:53.733000,2026-01-12T06:47:46.303000,RTF,REPORT TO FOLLOW,N,5B03,024XX N Claiborne Av,70117,5,POINT (-90.05077454 29.97389772)
A1194226,103M,MENTAL PATIENT,2C,103D,DOMESTIC DISTURBANCE,2F,37369000,3513814,2026-01-12T21:13:52.097000,2026-01-12T22:03:42.223000,2026-01-12T22:16:45.697000,2026-01-13T00:45:02.297000,NAT,Necessary Action Taken,N,7K06,077XX Reindeer St,70128,7,POINT (0 0)
A1165326,67A,AUTO THEFT,0,67A,AUTO THEFT,0,3725286,570327,2026-01-12T15:20:31.353000,,2026-01-12T15:59:08.710000,2026-01-12T16:06:12.790000,RTF,REPORT TO FOLLOW,N,7L06,138XX Pierre'S Ct,70129,7,POINT (-89.92830734 30.0607994)
A1174826,56,SIMPLE CRIMINAL DAMAGE,1F,56,SIMPLE CRIMINAL DAMAGE,1F,3678367,530026,2026-01-12T17:08:24.010000,,2026-01-12T17:08:24.010000,2026-01-12T17:09:29.553000,RTF,REPORT TO FOLLOW,Y,8J01,014XX Blk Poydras St,70113,8,POINT (-90.07801449 29.95148506)
A1198126,22B,BUSINESS CHECK,1K,22B,BUSINESS CHECK,1K,3693043,521933,2026-01-12T22:37:51.703000,,2026-01-12T22:37:51.703000,2026-01-12T23:37:55.617000,NAT,Necessary Action Taken,Y,4C03,026XX General De Gaulle Dr,70114,4,POINT (-90.03196523 29.92877926)
A1122226,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3668230,544165,2026-01-12T06:00:40.390000,,2026-01-12T06:00:40.390000,2026-01-12T06:43:43.200000,NAT,Necessary Action Taken,Y,3I01,Pontalba St & Hidalgo St,70124,3,POINT (-90.10954568 29.99066354)
A1104526,103D,DOMESTIC DISTURBANCE,2C,103D,DOMESTIC DISTURBANCE,2C,3674181,532534,2026-01-12T00:10:55.440000,,2026-01-12T00:10:55.440000,2026-01-12T04:58:10.310000,RTF,REPORT TO FOLLOW,Y,1G02,026XX Poydras St,70119,1,POINT (-90.09114523 29.95850563)
